bill_id,session_id,bill_number,status,status_desc,status_date,title,description,committee_id,committee,last_action_date,last_action,url,state_link
1908124,2172,AB139,2,Engrossed,2025-03-20,"State Bargaining Unit 9 and State Bargaining Unit 12.","An act to amend Sections 19829.9853, 19829.9854, 19829.9855, 19851, and 22944.5 of the Government Code, relating to state employment, and making an appropriation therefor, to take effect immediately, bill related to the budget.",476,"Senate Budget and Fiscal Review",2025-07-02,"Re-referred to Com. on B. & F. R.",https://legiscan.com/CA/bill/AB139/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB139
1908125,2172,AB140,2,Engrossed,2025-03-20,"State Bargaining Unit 6.","An act to amend Sections 19829.9853, 19829.9854, 19829.9855, 19851, and 22944.5 of, and to add Section 19829.9856 to, the Government Code, relating to state employment, and making an appropriation therefor, to take effect immediately, bill related to the budget.",476,"Senate Budget and Fiscal Review",2025-07-02,"Re-referred to Com. on B. & F. R.",https://legiscan.com/CA/bill/AB140/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB140
1908126,2172,AB141,2,Engrossed,2025-03-20,"California Cannabis Tax Fund: Department of Cannabis Control: Board of State and Community Corrections grants.","An act to amend Section 34019 of the Revenue and Taxation Code, relating to cannabis, and making an appropriation therefor, to take effect immediately, bill related to the budget.",476,"Senate Budget and Fiscal Review",2025-07-02,"Re-referred to Com. on B. & F. R.",https://legiscan.com/CA/bill/AB141/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB141
1908127,2172,AB142,2,Engrossed,2025-03-20,"Deaf and Disabled Telecommunications Program.","An act to amend Section 2881 of the Public Utilities Code, relating to the Deaf and Disabled Telecommunications Program, and declaring the urgency thereof, to take effect immediately.",476,"Senate Budget and Fiscal Review",2025-07-02,"Re-referred to Com. on B. & F. R.",https://legiscan.com/CA/bill/AB142/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB142
1908128,2172,AB143,4,Passed,2025-06-27,"Developmental services.","An act to amend Sections 4511.1, 4519.10, 4581, 4620.3, 4620.4, 4648, 4685.8, 4688.21, 4851, 4857.1, 4860, 4861, and 4870 of, to add Section 4580.5 to, and to repeal Section 4784 of, the Welfare and Institutions Code, relating to developmental services, and making an appropriation therefor, to take effect immediately, bill related to the budget.",0,,2025-06-27,"Chaptered by Secretary of State - Chapter 12, Statutes of 2025.",https://legiscan.com/CA/bill/AB143/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB143
1908129,2172,AB144,4,Passed,2025-09-17,Health.,"An act to amend Sections 1246, 1300, 1300.1, 1625.6, 2473, 3041, and 3041.5 of, and to add Sections 901 and 4052.05 to, the Business and Professions Code, to amend Section 48980.4 of the Education Code, to amend Section 100520.5 of, and add Section 100503.6 to, the Government Code, to amend Sections 1206, 1261.3, 1342.2, 1342.3, 1347.8, 1367.002, 1367.3, 1367.35, 100425, 100450, 104151, 120372, 120372.05, 120392.2, 120392.3, 120392.6, 120392.9, 120393, 124981, and 124982 of, to amend, repeal, and add Sections 120336, 120390.6, and 120455 of, to add Sections 1797.11 and 120164 to, to add and repeal Chapter 6.1 (commencing with Section 127640) of Part 2 of Division 107 of, and to repeal Section 11756.8 of, the Health and Safety Code, to amend Sections 10110.7, 10110.75, 10112.2, 10123.5, and 10123.55 of the Insurance Code, to amend Section 30461.6 of the Revenue and Taxation Code, to amend Sections 5961.4, 11265.8, 14005.27, 14005.62, 14007.5, 14007.8, 14012.5, 14105.47, 14105.475, 14124.11, 14146, 14146.5, and 14501 of, to add Section 14132.995 to, and to repeal Sections 14007.95 and 14100.95 of, the Welfare and Institutions Code, to amend Section 118 of Chapter 21 of the Statutes of 2025, and to repeal Section 34 of Chapter 80 of the Statutes of 2005, and Section 67 of Chapter 758 of the Statutes of 2008, relating to health, and making an appropriation therefor, to take effect immediately, bill related to the budget.",0,,2025-09-17,"Chaptered by Secretary of State - Chapter 105, Statutes of 2025.",https://legiscan.com/CA/bill/AB144/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB144
1908130,2172,AB145,2,Engrossed,2025-03-20,"California Environmental Quality Act: exemptions: housing development projects: energy systems and electronics: labor standards.","An act to amend Sections 21080.085, 21080.1, and 21080.69 of, and to add Section 21080.72 to, the Public Resources Code, relating to environmental quality, and making an appropriation therefor, to take effect immediately, bill related to the budget.",476,"Senate Budget and Fiscal Review",2025-09-10,"From committee chair, with author's amendments: Amend, and re-refer to committee. Read second time, amended, and re-referred to Com. on B. & F. R.",https://legiscan.com/CA/bill/AB145/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB145
1908131,2172,AB146,2,Engrossed,2025-03-20,"Human services.","An act to amend Sections 11265.15, 11320.1, 11325.15, 11325.4, 16121.5, and 18901.36 of, and to add Sections 10618.9 and 18900.95 to, the Welfare and Institutions Code, relating to human services, and making an appropriation therefore, to take effect immediately, bill related to the budget.",0,,2025-09-13,"Ordered to inactive file at the request of Senator Grayson.",https://legiscan.com/CA/bill/AB146/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB146
1908132,2172,AB147,2,Engrossed,2025-03-20,"Education finance: education omnibus trailer bill.","An act to amend Sections 33319.6, 41206.04, 42238.016, 44400.03, 45500, 46120, 46211, 48000.1, and 69617 of the Education Code, and to amend Sections 75, 76, 79, 84, and 88 of Chapter 8 of the Statutes of 2025, relating to education finance, and making an appropriation therefor, to take effect immediately, bill related to the budget.",0,,2025-09-13,"Ordered to inactive file at the request of Senator Grayson.",https://legiscan.com/CA/bill/AB147/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB147
1908133,2172,AB148,2,Engrossed,2025-03-20,"Higher education budget trailer bill.","An act to amend Sections 66023.5, 66205.5, 70022, 70023, 78052, 84321.64, and 88682 of, and to add Section 84750.7 to, the Education Code, and to amend Section 21 of Chapter 9 of the Statutes of 2025, relating to postsecondary education, and making an appropriation therefor, to take effect immediately, bill related to the budget.",0,,2025-09-13,"Ordered to inactive file at the request of Senator Grayson.",https://legiscan.com/CA/bill/AB148/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB148
1908134,2172,AB149,4,Passed,2025-09-17,"Public resources trailer bill.","An act to amend Sections 2301 and 2302 of, and to add Section 2303 to, the Fish and Game Code, to add and repeal Section 515 of the Food and Agricultural Code, to amend Sections 675, 676, and 676.1 of, to amend the heading of Article 1.3 (commencing with Section 675) of Chapter 5 of Division 3 of, and to add Section 677.5 to, the Harbors and Navigation Code, to amend Sections 4114.1, 21080, 90135, 92020, and 93520 of, and to add and repeal Section 30612.5 of, the Public Resources Code, and to amend Sections 9853, 9860, and 9863 of the Vehicle Code, relating to public resources, and making an appropriation therefor, to take effect immediately, bill related to the budget.",0,,2025-09-17,"Chaptered by Secretary of State - Chapter 106, Statutes of 2025.",https://legiscan.com/CA/bill/AB149/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB149
1908135,2172,AB150,2,Engrossed,2025-03-20,"Budget Act of 2025.","An act relating to the Budget Act of 2025.",476,"Senate Budget and Fiscal Review",2025-04-02,"Referred to Com. on B. & F. R.",https://legiscan.com/CA/bill/AB150/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB150
1908136,2172,AB151,2,Engrossed,2025-03-20,"Early childhood education and childcare.","An act to amend Section 8245.5 of the Education Code, and to amend Sections 10227.5, 10277.1, 10277.2, 10277.3, 10277.4, and 10277.5 of the Welfare and Institutions Code, relating to early childhood education and childcare, and making an appropriation therefor, to take effect immediately, bill related to the budget.",0,,2025-09-13,"Ordered to inactive file at the request of Senator Grayson.",https://legiscan.com/CA/bill/AB151/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB151
1908137,2172,AB152,2,Engrossed,2025-03-20,"Budget Act of 2025.","An act relating to the Budget Act of 2025.",476,"Senate Budget and Fiscal Review",2025-04-02,"Referred to Com. on B. & F. R.",https://legiscan.com/CA/bill/AB152/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB152
1908138,2172,AB153,2,Engrossed,2025-03-20,"Transportation budget trailer bill.","An act to add Section 39611 to the Health and Safety Code, to amend Section 75230 of the Public Resources Code, to amend Sections 30005, 30630.5, and 99250 of, and to add and repeal Section 100160.6 of, the Public Utilities Code, to amend Section 13020 of, and to add and repeal Section 35700.6 of, the Vehicle Code, and to amend Section 10 of Chapter 15 of the Statutes of 2025, relating to transportation, and making an appropriation therefor, to take effect immediately, bill related to the budget.",0,,2025-09-13,"Ordered to inactive file at the request of Senator Grayson.",https://legiscan.com/CA/bill/AB153/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB153
1908139,2172,AB154,4,Passed,2025-10-11,"Greenhouse gases: climate corporate accountability: climate-related financial risk: regulations: California Environmental Quality Act exemption.","An act to amend Sections 38532 and 38533 of the Health and Safety Code, relating to greenhouse gases, and making an appropriation therefor, to take effect immediately, bill related to the budget.",0,,2025-10-11,"Chaptered by Secretary of State - Chapter 609, Statutes of 2025.",https://legiscan.com/CA/bill/AB154/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB154
1908140,2172,AB155,2,Engrossed,2025-03-20,"Governor’s Office of Business and Economic Development: California Civic Media Program.","An act to add Article 15 (commencing with Section 12100.160) to Chapter 1.6 of Part 2 of Division 3 of Title 2 of the Government Code, relating to economic development, and making an appropriation therefor, to take effect immediately, bill related to the budget.",0,,2025-09-13,"Ordered to inactive file at the request of Senator Grayson.",https://legiscan.com/CA/bill/AB155/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB155
1908141,2172,AB156,2,Engrossed,2025-03-20,Labor.,"An act to amend Sections 7926.300 and 53270 of, and to add Sections 20508.4 and 20825.19 to, the Government Code, and to amend Sections 12300.4 and 12301.61 of, and to add Section 12316.9 to, the Welfare and Institutions Code, relating to labor, and making an appropriation therefore, to take effect immediately, bill related to the budget.",0,,2025-09-13,"Ordered to inactive file at the request of Senator Grayson.",https://legiscan.com/CA/bill/AB156/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB156
1908142,2172,AB157,2,Engrossed,2025-03-20,"Public safety.","An act to amend Section 12838.6 of, and to add Section 15426 to, the Government Code, and to amend Sections 1231, 1233.1, 3413, and 6034 of, to amend and renumber Sections 1233.4, 1233.5, 1233.6, and 1233.7 of, to add Section 1233.2 to, and to repeal Sections 1233.3 and 1233.61 of, the Penal Code, relating to public safety, and making an appropriation therefor, to take effect immediately, bill related to the budget.",0,,2025-09-13,"Ordered to inactive file at the request of Senator Grayson.",https://legiscan.com/CA/bill/AB157/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB157
1908143,2172,AB158,2,Engrossed,2025-03-20,"Land use.","An act to amend Sections 65400, 65928, and 65950 of the Government Code, to amend Section 50245 of the Health and Safety Code, and to amend Sections 21067.5, 21080.1, and 21080.66 of, to amend and renumber Section 21080.44 of, and to add Section 21080.73 to, the Public Resources Code, relating to land use, and making an appropriation therefor, to take effect immediately, bill related to the budget.",476,"Senate Budget and Fiscal Review",2025-09-10,"In committee: Set, first hearing. Testimony taken. Further hearing to be set.",https://legiscan.com/CA/bill/AB158/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB158
1908144,2172,AB159,2,Engrossed,2025-03-20,"Personal Income Tax Law: Corporation Tax Law: exemptions: wildfire.","An act to amend Sections 17138.7 and 24309.2 of the Revenue and Taxation Code, relating to taxation, and making an appropriation therefor, to take effect immediately, bill related to the budget.",0,,2025-09-13,"Ordered to inactive file at the request of Senator Grayson.",https://legiscan.com/CA/bill/AB159/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB159
1908145,2172,AB160,2,Engrossed,2025-03-20,"Background checks.","An act to amend Sections 2064.5, 2082, 2111, 2112, 2113, 2125, 2168.2, 3575, and 19239 of, and to add Sections 2042, 2513.5, 2953.1, 2960.01, 2960.02, 2999.106, 4982.01, 4989.55, 4992.31, 4999.92, 7503.05, and 7525.3 to, the Business and Professions Code, to add Sections 33113.5, 59009, 59105, 59206, 66611, and 92612.3 to the Education Code, to repeal and add Section 1030 of the Government Code, to add Section 733.5 to the Harbors and Navigation Code, to add Sections 53.5 and 90.1 to the Military and Veterans Code, and to amend Section 11105 of, and to add Sections 11105.001, 11105.002, 11105.05, 11105.2, 11107.6, and 26330 to, the Penal Code, relating to background checks, and making an appropriation therefor, to take effect immediately, bill related to the budget.",0,,2025-09-13,"Ordered to inactive file at the request of Senator Grayson.",https://legiscan.com/CA/bill/AB160/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB160
1908146,2172,AB161,2,Engrossed,2025-03-20,"State employment: state bargaining units.","An act to amend Sections 19829.9854, 19829.9855, 19829.9856, 19851, 20683.77, 20683.78, and 22944.5 of the Government Code, relating to state employment, and making an appropriation therefor, to take effect immediately, bill related to the budget.",0,,2025-09-13,"Ordered to inactive file at the request of Senator Grayson.",https://legiscan.com/CA/bill/AB161/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB161
1908147,2172,AB162,2,Engrossed,2025-03-20,Elections.,"An act to amend Section 4 of Chapter 97 of the Statutes of 2025, relating to elections, and making an appropriation therefor, to take effect immediately, bill related to the budget.",0,,2025-09-13,"Ordered to inactive file at the request of Senator Grayson.",https://legiscan.com/CA/bill/AB162/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB162
1908148,2172,AB163,2,Engrossed,2025-03-20,"Budget Act of 2025.","An act relating to the Budget Act of 2025.",476,"Senate Budget and Fiscal Review",2025-04-02,"Referred to Com. on B. & F. R.",https://legiscan.com/CA/bill/AB163/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB163
1908149,2172,AB164,2,Engrossed,2025-03-20,"Budget Act of 2025.","An act relating to the Budget Act of 2025.",476,"Senate Budget and Fiscal Review",2025-04-02,"Referred to Com. on B. & F. R.",https://legiscan.com/CA/bill/AB164/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB164
1908150,2172,AB165,2,Engrossed,2025-03-20,"Budget Act of 2025.","An act relating to the Budget Act of 2025.",476,"Senate Budget and Fiscal Review",2025-04-02,"Referred to Com. on B. & F. R.",https://legiscan.com/CA/bill/AB165/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB165
1908151,2172,AB166,2,Engrossed,2025-03-20,"Budget Act of 2025.","An act relating to the Budget Act of 2025.",476,"Senate Budget and Fiscal Review",2025-04-02,"Referred to Com. on B. & F. R.",https://legiscan.com/CA/bill/AB166/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB166
